index,nerdiness
0,0.0195
1,0.8232499999999999
2,0.8892500000000001
3,0.6407499999999999
4,1.0
5,0.0
6,0.65175
7,0.8287499999999999
8,0.41824999999999996
9,0.46625
10,0.596
11,0.9287500000000001
12,0.9915
13,0.35575
14,0.7044999999999999
15,0.4285
16,0.102
17,0.523
18,0.7315
19,0.69775
20,0.352
21,0.303
22,0.625
23,0.532
24,0.0
25,0.69275
26,0.794
27,0.76125
28,0.3485
29,0.0
30,0.01
31,0.176
32,1.0
33,0.484
34,0.6732500000000001
35,0.00975
36,0.45075000000000004
37,0.424
38,0.587
39,0.7455
40,0.70125
41,0.17024999999999998
42,0.67875
43,0.0
44,0.77175
45,0.33125000000000004
46,0.76625
47,0.27625
48,1.0
49,0.88525
50,0.38225000000000003
51,0.0
52,0.7919999999999999
53,1.0
54,1.0
55,0.8247500000000001
56,0.14675000000000002
57,0.69825
58,0.299
59,0.62475
60,1.0
61,0.4455
62,1.0
63,0.55
64,0.7270000000000001
65,0.54125
66,0.184
67,0.49974999999999997
68,0.0
69,0.49775
70,1.0
71,0.47500000000000003
72,0.5045
73,0.74725
74,0.985
75,0.0
76,0.0
77,0.69025
78,0.6339999999999999
79,0.8312499999999999
80,1.0
81,0.8079999999999999
82,0.252
83,0.0805
84,0.40599999999999997
85,0.6617500000000001
86,0.89375
87,0.74625
88,0.757
89,0.774
90,1.0
91,0.25025
92,0.2355
93,0.48150000000000004
94,0.925
95,0.0
96,1.0
97,0.694
98,0.34500000000000003
99,1.0
100,0.47200000000000003
101,0.0
102,0.245
103,1.0
104,0.417
105,0.26625
106,0.45575
107,1.0
108,1.0
109,0.01975
110,0.75025
111,0.0065
112,0.49475
113,0.5974999999999999
114,0.87125
115,1.0
116,1.0
117,0.20400000000000001
118,0.8
119,0.8225
120,0.011
121,0.09724999999999999
122,0.0
123,1.0
124,1.0
125,1.0
126,0.6782500000000001
127,0.68325
128,0.49124999999999996
129,0.0
130,1.0
131,0.67375
132,0.7875000000000001
133,0.306
134,0.20825
135,0.0
136,1.0
137,0.6744999999999999
138,1.0
139,0.43275
140,0.93275
141,0.5652499999999999
142,1.0
143,0.48924999999999996
144,0.7955000000000001
145,0.0
146,0.0
147,1.0
148,0.5395
149,1.0
150,0.05875
151,0.65575
152,0.9192500000000001
153,0.784
154,0.02125
155,0.0
156,0.0
157,0.31525
158,0.74575
159,0.601
160,0.0
161,0.4535
162,0.55275
163,0.7204999999999999
164,0.7695000000000001
165,0.22475
166,0.34775
167,0.40875
168,1.0
169,0.3915
170,1.0
171,0.66825
172,0.85825
173,0.7304999999999999
174,0.0
175,0.43324999999999997
176,0.29874999999999996
177,0.3005
178,0.77125
179,0.51525
180,0.73575
181,0.8505
182,0.28200000000000003
183,0.857
184,0.988
185,0.891
186,0.991
187,0.745
188,0.46325
189,0.44025000000000003
190,0.636
191,1.0
192,0.1405
193,0.617
194,0.73325
195,0.42474999999999996
196,0.404
197,0.56375
198,0.5235
199,1.0
200,0.19124999999999998
201,0.5954999999999999
202,1.0
203,1.0
204,1.0
205,0.6685
206,0.46575
207,0.7595
208,0.96275
209,0.48375
210,0.9517499999999999
211,0.83775
212,0.0
213,1.0
214,0.633
215,0.8694999999999999
216,0.5215000000000001
217,0.7025
218,0.9252499999999999
219,0.0
220,0.9327500000000001
221,0.12925
222,0.47875
223,0.5655
224,0.49075
225,0.30924999999999997
226,0.29274999999999995
227,0.536
228,1.0
229,1.0
230,1.0
231,0.43624999999999997
232,0.381
233,1.0
234,0.20525
235,0.61975
236,0.1545
237,0.08600000000000001
238,0.6214999999999999
239,0.67725
240,0.7307499999999999
241,0.8407499999999999
242,0.0
243,1.0
244,0.0
245,0.061
246,0.6325000000000001
247,0.914
248,0.73925
249,0.43024999999999997
250,0.8069999999999999
251,0.9422499999999999
252,0.125
253,0.50175
254,0.74875
255,0.7394999999999999
256,0.7085
257,0.23975
258,0.8664999999999999
259,0.799
260,0.78125
261,0.0
262,0.448
263,1.0
264,0.44675
265,0.588
266,0.8342499999999999
267,1.0
268,0.7179999999999999
269,0.71075
270,0.0
271,0.41674999999999995
272,0.0
273,0.30474999999999997
274,0.746
275,0.21799999999999997
276,0.0
277,0.5325
278,0.35975
279,1.0
280,0.60225
281,0.20500000000000002
282,0.95725
283,0.675
284,0.33275
285,0.80425
286,0.0
287,0.6735
288,0.55425
289,0.99525
290,1.0
291,0.35724999999999996
292,1.0
293,0.4205
294,1.0
295,0.5065000000000001
296,0.683
297,0.505
298,1.0
299,0.7557499999999999
300,0.2525
301,0.681
302,0.0
303,0.2435
304,0.5645
305,0.86525
306,0.64325
307,0.32025000000000003
308,0.72225
309,0.594
310,0.85175
311,0.0
312,0.55875
313,0.0
314,0.70175
