index,voted
0,0.5618367892291143
1,0.8088427177753408
2,0.9013391750143098
3,0.7415470695058124
4,0.6542109967151188
5,0.0607186681464433
6,0.7560050688076186
7,0.907146710640608
8,0.28229061371635383
9,0.35817280411336977
10,0.7083105159501134
11,0.9179319923473183
12,0.7711400092985891
13,0.3018013911795163
14,0.8620500562989326
15,0.2625025220011549
16,0.11787475636279336
17,0.5925212941849015
18,0.8502268132179038
19,0.731465905300008
20,0.18555314531822267
21,0.28476931821032037
22,0.7362049137227714
23,0.49374434736549294
24,0.30040676524536764
25,0.6512768932865323
26,0.825765369407535
27,0.8477524452697938
28,0.5334637877590805
29,0.08708039172920401
30,0.25625091253651694
31,0.19307737678393674
32,0.69553717627735
33,0.4580466372130327
34,0.8125470288436274
35,0.2178459199678698
36,0.3973615904571594
37,0.4431076240292757
38,0.6676747103390214
39,0.8655709610963074
40,0.7054102784702329
41,0.11838390558716383
42,0.7425134126921269
43,0.038790631033984946
44,0.891570827818736
45,0.1470383078639247
46,0.7515884767644302
47,0.17960807176534796
48,0.9117864980840675
49,0.8046455149363346
50,0.37153579488844657
51,0.21131387947972435
52,0.7916727672105818
53,0.7153324053998942
54,0.7877910951526378
55,0.8450735134635466
56,0.08973974423842845
57,0.723152052184101
58,0.1404170768455855
59,0.6115000858938525
60,0.4689061599564604
61,0.3251518598792179
62,0.5486750681831111
63,0.3076049836680932
64,0.6912309210851154
65,0.5390418622354065
66,0.10789414115139086
67,0.5122625964266064
68,0.5067588448454594
69,0.6851500587385893
70,0.9100436876944568
71,0.3434680958892386
72,0.36782584641211485
73,0.8186593497337594
74,0.3227289085988188
75,0.7555907488257811
76,0.13774793740768743
77,0.8076207136701589
78,0.7655576300508137
79,0.9184846339856118
80,0.776071423953223
81,0.8574250337251618
82,0.14120432280102688
83,0.034781760961329226
84,0.32243926805685835
85,0.600128883788776
86,0.9376054200358842
87,0.8010590352634548
88,0.8497502892511241
89,0.795354321805417
90,0.6955236539213031
91,0.18981717783004837
92,0.24960039526951686
93,0.42805673005937894
94,0.9015700351966434
95,0.14043276014442455
96,0.7641955482602546
97,0.6927162292346316
98,0.14273011376645764
99,0.6669942751542698
100,0.5716199634427549
101,0.07336856847818564
102,0.1487623560727341
103,0.4573430898421443
104,0.49022352513052336
105,0.2152982146660355
106,0.38598302395157086
107,0.5645734817591017
108,0.9528467906242687
109,0.5416349545992488
110,0.8500627483968336
111,0.14927878631611302
112,0.43334619092363
113,0.49905517064932187
114,0.9095156188967985
115,0.6971816999055256
116,0.9197739483980657
117,0.1267728869880662
118,0.8797822158327596
119,0.9186807917923961
120,0.3009647414665079
121,0.08875701460962519
122,0.4529492119260739
123,0.7390331404778244
124,0.7813413683768583
125,0.9031408807801561
126,0.7383442280281308
127,0.7744449159764843
128,0.43931613774599554
129,0.6467515645293291
130,0.9257120299559674
131,0.7520931754824075
132,0.845915032296524
133,0.22991618204481057
134,0.16006395837514695
135,0.0876296963083771
136,0.7497944997172624
137,0.6738822200090976
138,0.9233204731570034
139,0.4293027444394422
140,0.9250465420433294
141,0.6610814092972125
142,0.734649574896102
143,0.43378843501713615
144,0.8392210253369274
145,0.2417338184697504
146,0.10997317423141845
147,0.8924478026414239
148,0.6400963257226092
149,0.9496785754455258
150,0.021523360935929752
151,0.623081349367648
152,0.9560349054296209
153,0.7792645850775561
154,0.018161789195666415
155,0.03505997679390608
156,0.3539935195695629
157,0.33562384688733343
158,0.8575511766358298
159,0.6070422107899516
160,0.3134482331397654
161,0.4349081051462702
162,0.5846500941263933
163,0.809306614968619
164,0.8034369002294087
165,0.12100799567375965
166,0.17254714363539977
167,0.2754129508485326
168,0.4700701989846377
169,0.2683518475359408
170,0.5211667376564479
171,0.783587941264687
172,0.917404973114845
173,0.8367243699940045
174,0.5335388176427066
175,0.508474312806806
176,0.2635590360788959
177,0.2503714592172008
178,0.7371638013229714
179,0.519411400942905
180,0.8905188685016029
181,0.9045391086497171
182,0.2589017077167956
183,0.9012879469660238
184,0.5435097814933649
185,0.8723854248107372
186,0.6467630530558556
187,0.7304474365105813
188,0.4093405093145395
189,0.3890209709444907
190,0.6625225253769863
191,0.9069066662387435
192,0.0721693903776491
193,0.7428403830753193
194,0.748150874324164
195,0.32103126844786534
196,0.47746998639987154
197,0.6849746990603526
198,0.4171109734509581
199,0.9229239433787005
200,0.17430229270429243
201,0.5419723747438446
202,0.5639483111718725
203,0.6541322776469686
204,0.48452361303685354
205,0.7137009747319243
206,0.4590611056280221
207,0.8976831768428114
208,0.9488428458349581
209,0.416187338996356
210,0.9477609130428476
211,0.9051228617164727
212,0.25380535713761515
213,0.5830234111246818
214,0.7492625614500468
215,0.944685294145431
216,0.5507552852090024
217,0.759061528324764
218,0.9411435892231695
219,0.08449807502396466
220,0.8904812303496948
221,0.1022241359695998
222,0.4496572435870166
223,0.5347853159379183
224,0.5242007892431474
225,0.24472333137770538
226,0.2065317695952765
227,0.5569122797746536
228,0.6202051916656816
229,0.780154338105222
230,0.8770786714822236
231,0.3431284536729962
232,0.30613125208493
233,0.39717686988920925
234,0.2523706984299063
235,0.6362566051437807
236,0.10539052079727747
237,0.034815024143042377
238,0.7331052495862161
239,0.5896864499509392
240,0.6873340054230802
241,0.8541561765749514
242,0.5194076258501772
243,0.6260367347320628
244,0.38092489885852104
245,0.05448181148828516
246,0.730713371402946
247,0.9548389190841148
248,0.7574254486115904
249,0.34492774278400457
250,0.8708502340551411
251,0.8870158216436249
252,0.13262616080722714
253,0.4167968310669061
254,0.9004387217084028
255,0.7779179024971229
256,0.7677652336945502
257,0.13223505606706568
258,0.9067681080823191
259,0.8625693747060271
